org_id,req
dod,I am requesting any and all records pertaining to the testing and/or use of the following technologies on one or more unwilling or unwitting persons. 
dod,I am requesting any information regarding Project Angie Libra under the John Fitzgerald Kennedy Administration. I would like written signed and sealed documentation on any legal hardships or criminal record this Project or any other would have caused [                    ]. I would also like documentation regarding any Projects that would have caused[                    ]. Additionally information regarding Presidents statements to[                    ] related to any other projects or Executive Presidential Orders (Date Range for Record Search: From 07/02/1904 To 04/01/2015) 
dod,"I am requesting Contract Line Item Pricing and/or B Sections for the following contracts associated with MEPS travel: Alexander Travel Ltd, Inc. (4700 N. University St, Peoria, IL 61614)Contract #H98210-10-C-0010 for Travel Area MEPS #103. Period of Performance: 1 Oct 2010 to 31 July 2011. Business Travel Ltd, Inc. (3750 N.W. 87th Avenue, Suite 100, Miami, Fl 33178) Contract # H98210-10-C-0013 for Travel Area #80. Period of Performance: 1 Oct 2010 to 31 July 2011. WingGate Travel, Inc. (8645 College Blvd, Ste 100, Overland Park, KS 66210) Contract #H98210-10-C-0014 for Travel Area #81. Period of Performance: 1 Oct 2010 to 31 July 2011. Rodgers Travel, Inc. (512 W. Lancaster Ave, Ste 2, Wayne, PA 19087) Contract #H98210-10-C-0008 for Travel Area #80 and Contract #H98210-10-C-0009 for Travel Area #81. Period of Performance for both contracts: 1 Oct 2010 to 31 July 2011. Beasley & Associates, Inc. d/b/a Potomac Falls Travel (8010 N. Atlantic Ave, Ste 10, Cape Canaveral, FL 32920) Contract # H98210-10-C-0012 for Travel Area #83. Period of Performance: 1 Oct 2010 to 31 July 2011. These five contracts were awarded on October 1, 2010 against Solicitation H98210-10-R-0020. (Date Range for Record Search: From 07/01/2010 To 08/31/2011) "
dod,I am requesting copies and duplication of information under 552/Privacy Act 1974 in your System of records DMDC 02 DoD called: Defense Enrollment Eligibility Recording System (DEERS). 
dod,I am requesting copies of all Defense Manpower Data Center records pertaining to our firm's client. iCEs Corporation. 
dod,"I am requesting copies of all Defense Security Service (""DSS"") records pertaining to our firm's clients, [                        ]. Any documents reflecting allegations, security violations, incident reports, or investigations into [                        ], or their company, ICES Corporation. "
dod,"I am requesting copies of all emails between former Security of State Hillary Rodham Clinton-including all correspondence sent to and from private email addresses that include, but are not limited to,hdr22@clintonemail.com and former Secretary of Defense Robert Gates, former Secretary of Gates Chuck Hagel and all other offices of the Secretary of Defense and Joint Staff in the period between January 21, 2009 and February 1, 2013. "
dod,I am requesting copies of all product quality deficiency reports filed within the Department of Defense between the below dates. (Date Range for Record Search: From 01/02/2012 To 02/02/2015) 
dod,"I am requesting copies of the complete Alien file for the deceased individual Eugene Moore born 10/20/1943 in Romania, died 11/28/1985 in Queens, NY. A-file#: A-18166451 A-file Date: 08/20/1985 "
dod,"I am requesting directly from Department of Navy a copy of the following, which can be retrieved from my OMPF/STRs. "
dod,"I am requesting discharge documents for a [                      ] It is believed that he was dishonorably discharged for the US Army. Specifically I would like a copy of discharge, copy of investigation related to discharge, copy of disposition of any proceedings, and any witness statements. (Date Range for Record Search: From 01/01/1990 To 11/19/2014) "
dod,"I am requesting documents pertaining to country clearance in Liberia, Ghana, and Sierra Leone. How many requests have been made to travel there in the past three years? I would also request copies of all email or phone records mentioning country clearance to Liberia, Ghana, Sierra Leone, or West Africa that have been sent by Pentagon staff or military officials over the past year.(Date Range for Record Search: From 01/01/2011 To 10/29/2014) "
dod,"I am requesting five reports submitted to the Office of Net Assessment by representatives of the Body Leads project the U.S. Naval War College. These reports were mentioned in two reports to ONA that were provided to me via FOIA. Here are the titles of the reports I am seeking: An Act of Trust to Move Ahead, which was submitted in 2005 Vladimir Putin: Movement Patterning and The Decision Making Process, date unknown Body Leads, A Non-Traditional Approach to Understanding Leadership and Performance Style, 2004 Movement Patterning and the Decision-Making Process During Crisis: Vladimir Putin – An Exceptional Case, December 2008 An Act of Trust to Move Ahead: Vladimir Putin, President of Russia, A Behavioral Movement Analysis with Isomorphic Links to Policy, 2008 (Date Range for Record Search: From 02/01/2004 To 02/20/2015) "
dod,"I am requesting information (in excel, .CSV or other electronic format) if possible that provides the following: 1. A breakout of the number of Army, Navy, Air Force and Marine Corps personnel who transitioned Active Duty Army, Navy, Air Force, and Marine Corps from Bases anywhere in Virginia for the Past 12 months. 2. A breakout of the number of Army, Navy, Air Force and Marine Corps personnel who transitioned from Active Duty Army, Navy, Air Force, and Marine Corps from any base in any location WHOSE HOME OF RECORD IS VIRGINIA for the Past 12 months. Information on any Army, Navy, Air Force and Marine Corps entity in the Commonwealth of Virginia providing Education, Training, Employment Services and other transition services and resources that assist transitioning Army Soldiers with getting a job or attaining a credential. (Date Range for Record Search: From 01/01/2014 To 03/17/2015) "
dod,"I am requesting information regarding a deceased individual, Robert D. Stewart. "
dod,"I am requesting metrics on the number and effectiveness of IEDs in Iraq and Afghanistan from January 2004 through January 2015, as reported by the Joint IED Defeat Organization. "
dod,I am requesting records concerning condolence payments. 
dod,I am requesting records under the Freedom of Information Act on behalf of the Animal Legal Defense Fund. Records concerning the National Action Plan for Combatting Antibiotic-Resistant Bacteria. 
dod,"I am requesting statistical information on how many security clearance requests that are submitted to the DoD CAF from civilian sources (OPM, contractors) that are disposed as follows for the years indicated: 1. number submitted 2. number granted 3. number denied 4. number of adjudications terminated for loss of jurisdiction 5. percentages of each category that involve issues involving homosexuality since Bush's executive order reinstating homosexuality as a basis for denying a security clearance. 6. Total number of clearances delayed or denied on the basis of homosexuality. (Date Range for Record Search: From 01/01/2006 To 12/31/2014) "
dod,I am requesting the bid tabulation for the following contract: HQ0034-13-F-0288 (Date Range for Record Search: From 01/01/2010 To 01/01/2014) 
dod,"I am requesting the declassification of all documents in two folders in the records described below. Records are part of a series specified in the source section of the Foreign Relations of the United States, 1969-1976, Volume xxvii: Iraq, 1976-1976. "
dod,"I am requesting the DOD's full detainee file on Awad Ibrahim al-Badri, AKA Abu Du'a, AKA AKA Ali al-Badri al-Samarrai, AKA Abu Bakr al-Baghdadi. His detainee number is ISN# 9LZ -- 157911CL and the exact name listed is AWAD/AL BADRY, IBRAHIM. As the above-named former detainee is currently the leader of the terror group ISIL (AKA ISIS, AKA Islamic State, AKA Daesh), which has committed and continues to commit countless atrocities against the citizens of many nations, details about his time in American custody are of public and timely interest. (Date Range for Record Search: From 01/01/2004 To 12/31/2008) "
